School_Code,SuburbPostCodeKey,AgeID,School_Name,Street,Suburb,Postcode,Student_numbers,Indigenous_percentage,LBOTE_percentage,ICSEA_Value,Level_of_Schooling,Opportunity_Class,School_Specialty_Type,School_Subtype,Intensive_English_Centre,School_Gender,Phone,School_Email,Fax,Late_Opening_School,Latitude,Longitude,Date_Extracted,LatLong
4225,"2400-Tulloona",9502,"Tulloona Public School","Limebon Road","Tulloona","2400","11","0","0",-1,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6754 7160","tulloona-p.school@det.nsw.edu.au","6754 7180","Y",-28.868872,150.1013,2017-07-03 00:00:00.000,"-28.868872,150.1013"
4232,"2880-Broken Hill",11113,"Morgan Street Public School","482 Morgan St","Broken Hill","2880","316","11","6",985,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","08 8087 5155","morganst-p.school@det.nsw.edu.au","08 8087 3729","Y",-31.941471,141.460807,2017-07-03 00:00:00.000,"-31.941471,141.460807"
4233,"2880-Broken Hill",11114,"Railway Town Public School","Wills St","Broken Hill","2880","114","15","7",902,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","08 8087 3008","railwaytow-p.school@det.nsw.edu.au","08 8087 7491","Y",-31.970615,141.43997,2017-07-03 00:00:00.000,"-31.970615,141.43997"
4305,"2839-Weilmoringle",11061,"Weilmoringle Public School","Burns Rd","Weilmoringle","2839","14","100","0",622,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6874 4941","weilmoring-p.school@det.nsw.edu.au","6874 4896","Y",-29.238786,146.918094,2017-07-03 00:00:00.000,"-29.238786,146.918094"
4454,"2825-Nyngan",11034,"Marra Creek Public School","Coolabah to Quambone Rd","Nyngan","2825","6","0","0",-1,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6824 4358","marracreek-p.school@det.nsw.edu.au","6824 4363","Y",-30.87887,147.374516,2017-07-03 00:00:00.000,"-30.87887,147.374516"
4565,"2715-Clare",16205,"Clare Public School","Booligal Rd","Clare","2715","7","0","0",-1,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","03 5020 6896","clare-p.school@det.nsw.edu.au","03 5020 6890","Y",-33.398005,143.94199,2017-07-03 00:00:00.000,"-33.398005,143.94199"
1030,"2477-Alstonville",9761,"Alstonville Public School","Main St","Alstonville","2477","540","6","6",1018,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6628 0775","alstonvill-p.school@det.nsw.edu.au","6628 5362","N",-28.838471,153.438172,2017-07-03 00:00:00.000,"-28.838471,153.438172"
1123,"2190-Greenacre",8557,"Greenacre Public School","Waterloo Rd","Greenacre","2190","797","1","98",932,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9759 1305","greenacre-p.school@det.nsw.edu.au","9740 4035","N",-33.911161,151.057581,2017-07-03 00:00:00.000,"-33.911161,151.057581"
1257,"2142-Granville",7791,"Blaxcell Street Public School","352 Blaxcell Street","Granville","2142","810","1","96",951,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9632 8162","blaxcellst-p.school@det.nsw.edu.au","9892 2713","N",-33.858068,151.006125,2017-07-03 00:00:00.000,"-33.858068,151.006125"
1545,"2325-Cessnock",9281,"Cessnock West Public School","Wollombi & Campbell Sts","Cessnock","2325","393","16","2",913,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4990 1637","cessnockw-p.school@det.nsw.edu.au","4991 1523","N",-32.838387,151.344863,2017-07-03 00:00:00.000,"-32.838387,151.344863"
1596,"2770-Mount Druitt",10796,"Colyton Public School","Nelson St","Mount Druitt","2770","728","2","67",1000,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9625 8185","colyton-p.school@det.nsw.edu.au","9832 2403","N",-33.777199,150.81316,2017-07-03 00:00:00.000,"-33.777199,150.81316"
2041,"2480-Goonellabah",9803,"Goonellabah Public School","595 Ballina Road","Goonellabah","2480","269","46","6",841,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6624 1444","goonellaba-p.school@det.nsw.edu.au","6625 1072","N",-28.818329,153.322306,2017-07-03 00:00:00.000,"-28.818329,153.322306"
2049,"2250-West Gosford",8679,"Gosford Public School","Faunce St West","West Gosford","2250","525","5","35",1062,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4349 3600","gosford-p.school@det.nsw.edu.au","4349 3699","N",-33.42075,151.33449,2017-07-03 00:00:00.000,"-33.42075,151.33449"
2061,"2460-South Grafton",9719,"South Grafton Public School","Vere St","South Grafton","2460","596","19","4",917,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6642 3388","sthgrafton-p.school@det.nsw.edu.au","6643 2065","N",-29.709892,152.937126,2017-07-03 00:00:00.000,"-29.709892,152.937126"
2086,"2145-Greystanes",7807,"Greystanes Public School","Merrylands Rd","Greystanes","2145","730","1","65",1087,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9631 4000","greystanes-p.school@det.nsw.edu.au","9896 3194","N",-33.828043,150.941111,2017-07-03 00:00:00.000,"-33.828043,150.941111"
2312,"2747-Kingswood",5849,"Kingswood Public School","Second Ave","Kingswood","2747","411","6","60",1036,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4736 4028","kingswood-p.school@det.nsw.edu.au","4736 6012","N",-33.765884,150.726509,2017-07-03 00:00:00.000,"-33.765884,150.726509"
2410,"2790-Lithgow",10963,"Lithgow Public School","163 Mort St","Lithgow","2790","396","9","8",930,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6351 2297","lithgow-p.school@det.nsw.edu.au","6353 1039","N",-33.482092,150.160227,2017-07-03 00:00:00.000,"-33.482092,150.160227"
2593,"2103-Mona Vale",7715,"Mona Vale Public School","Waratah St","Mona Vale","2103","1094","1","18",1105,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9999 3481","monavale-p.school@det.nsw.edu.au","9997 8446","N",-33.676998,151.300404,2017-07-03 00:00:00.000,"-33.676998,151.300404"
2899,"2444-Port Macquarie",9641,"Port Macquarie Public School","Grant St","Port Macquarie","2444","442","16","7",928,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6583 2977","portmac-p.school@det.nsw.edu.au","6584 1265","N",-31.429869,152.913872,2017-07-03 00:00:00.000,"-31.429869,152.913872"
2918,"2763-Quakers Hill",10782,"Quakers Hill Public School","Medlow Drive","Quakers Hill","2763","910","4","72",1074,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9626 9284","quakershil-p.school@det.nsw.edu.au","9837 1152","N",-33.737467,150.885265,2017-07-03 00:00:00.000,"-33.737467,150.885265"
3129,"2130-Summer Hill",4414,"Summer Hill Public School","Moonbie St","Summer Hill","2130","824","1","49",1169,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9797 8160","summerhill-p.school@det.nsw.edu.au","9716 8003","N",-33.895815,151.135853,2017-07-03 00:00:00.000,"-33.895815,151.135853"
3148,"2573-Tahmoor",10233,"Tahmoor Public School","Bronzewing St","Tahmoor","2573","380","13","12",930,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4681 8979","tahmoor-p.school@det.nsw.edu.au","4683 1067","N",-34.227663,150.588951,2017-07-03 00:00:00.000,"-34.227663,150.588951"
3157,"2340-Tamworth",9354,"Tamworth Public School","Napier St","Tamworth","2340","889","10","7",1012,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6766 2016","tamworth-p.school@det.nsw.edu.au","6766 2438","N",-31.084712,150.935305,2017-07-03 00:00:00.000,"-31.084712,150.935305"
3213,"2297-Tighes Hill",9113,"Tighes Hill Public School","Elizabeth St","Tighes Hill","2297","319","8","10",1055,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4969 3720","tigheshill-p.school@det.nsw.edu.au","4961 2334","N",-32.908099,151.751254,2017-07-03 00:00:00.000,"-32.908099,151.751254"
3422,"2782-Wentworth Falls",10869,"Wentworth Falls Public School","Falls Rd","Wentworth Falls","2782","373","2","12",1067,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4757 1604","wentwthfal-p.school@det.nsw.edu.au","4757 3927","N",-33.714112,150.373525,2017-07-03 00:00:00.000,"-33.714112,150.373525"
3527,"2259-Wyong",8720,"Wyong Public School","Cutler Drive","Wyong","2259","474","19","16",942,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4352 2077","wyong-p.school@det.nsw.edu.au","4351 2885","N",-33.271886,151.426188,2017-07-03 00:00:00.000,"-33.271886,151.426188"
3591,"2830-Dubbo",11044,"Dubbo West Public School","East St","Dubbo","2830","317","58","5",802,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6882 3086","dubbowest-p.school@det.nsw.edu.au","6884 3439","N",-32.251915,148.588301,2017-07-03 00:00:00.000,"-32.251915,148.588301"
3696,"2317-Soldiers Point",9137,"Soldiers Point Public School","Cromarty Rd","Soldiers Point","2317","359","4","6",1029,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4982 7151","soldierspt-p.school@det.nsw.edu.au","4982 0576","N",-32.709978,152.065351,2017-07-03 00:00:00.000,"-32.709978,152.065351"
3736,"2093-Balgowlah",7693,"Balgowlah Heights Public School","Lewis St","Balgowlah","2093","736","0","16",1190,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9948 2225","balgowlaht-p.school@det.nsw.edu.au","9949 7241","N",-33.805985,151.258754,2017-07-03 00:00:00.000,"-33.805985,151.258754"
3741,"2580-Goulburn",10259,"Goulburn West Public School","Combermere St","Goulburn","2580","423","6","6",987,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4821 1781","goulburnw-p.school@det.nsw.edu.au","4822 1460","N",-34.759172,149.700707,2017-07-03 00:00:00.000,"-34.759172,149.700707"
3798,"2305-New Lambton",9149,"New Lambton South Public School","St James Rd","New Lambton","2305","453","6","14",1067,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4957 1168","newlambtos-p.school@det.nsw.edu.au","4956 2458","N",-32.931487,151.717578,2017-07-03 00:00:00.000,"-32.931487,151.717578"
3824,"2795-Bathurst",10977,"Bathurst West Public School","Suttor St","Bathurst","2795","412","20","7",928,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6331 1142","bathurstw-p.school@det.nsw.edu.au","6332 2319","N",-33.411002,149.559746,2017-07-03 00:00:00.000,"-33.411002,149.559746"
3882,"2340-Tamworth",9355,"Tamworth South Public School","Petra Ave","Tamworth","2340","674","31","2",892,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6765 8426","tamworths-p.school@det.nsw.edu.au","6762 1225","N",-31.105062,150.911701,2017-07-03 00:00:00.000,"-31.105062,150.911701"
3954,"2500-Wollongong",9948,"Wollongong Public School","Church St","Wollongong","2500","453","2","56",1070,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4228 9120","wollongong-p.school@det.nsw.edu.au","4226 5091","N",-34.422861,150.896726,2017-07-03 00:00:00.000,"-34.422861,150.896726"
3972,"2229-Caringbah",5899,"Caringbah North Public School","125 Cawarra Rd","Caringbah","2229","552","1","25",1090,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9524 6098","caringbahn-p.school@det.nsw.edu.au","9540 2826","N",-34.036574,151.123079,2017-07-03 00:00:00.000,"-34.036574,151.123079"
3999,"2753-Richmond",10732,"Richmond Public School","Windsor St","Richmond","2753","349","6","13",1023,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4578 2027","richmond-p.school@det.nsw.edu.au","4588 5886","N",-33.598937,150.757514,2017-07-03 00:00:00.000,"-33.598937,150.757514"
4058,"2560-Leumeah",10208,"Leumeah Public School","Burrendong Rd","Leumeah","2560","619","4","52",1016,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4625 5245","leumeah-p.school@det.nsw.edu.au","4625 0306","N",-34.049425,150.840373,2017-07-03 00:00:00.000,"-34.049425,150.840373"
4193,"2148-Blacktown",7830,"Blacktown South Public School","183 Flushcombe Rd","Blacktown","2148","960","3","80",1041,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9622 2449","blacktowns-p.school@det.nsw.edu.au","9831 2379","N",-33.780193,150.905175,2017-07-03 00:00:00.000,"-33.780193,150.905175"
4198,"2170-Casula",8533,"Casula Public School","De Meyrick Ave","Casula","2170","849","2","84",996,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9602 3170","casula-p.school@det.nsw.edu.au","9821 1020","N",-33.944218,150.9092,2017-07-03 00:00:00.000,"-33.944218,150.9092"
4246,"2541-North Nowra",10169,"Illaroo Road Public School","103 Illaroo Road","North Nowra","2541","553","8","8",1007,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4421 0422","illaroo-p.school@det.nsw.edu.au","4423 2728","N",-34.859064,150.590007,2017-07-03 00:00:00.000,"-34.859064,150.590007"
4286,"2570-Camden",10221,"Camden South Public School","Hume Hwy","Camden","2570","815","3","11",1037,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4655 2633","camdensth-p.school@det.nsw.edu.au","4655 3267","N",-34.069741,150.69563,2017-07-03 00:00:00.000,"-34.069741,150.69563"
4288,"2173-Holsworthy",8549,"Holsworthy Public School","Infantry Pde","Holsworthy","2173","690","3","63",1084,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9825 1479","holsworthy-p.school@det.nsw.edu.au","9825 2860","N",-33.956342,150.953353,2017-07-03 00:00:00.000,"-33.956342,150.953353"
4313,"2774-Blaxland East",10836,"Blaxland East Public School","53-85 Old Bathurst Road","Blaxland East","2774","380","2","10",1085,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4739 1579","blaxlande-p.school@det.nsw.edu.au","4739 8300","N",-33.746937,150.623632,2017-07-03 00:00:00.000,"-33.746937,150.623632"
4314,"2166-Cabramatta",8518,"Harrington Street Public School","13-25 Harrington Street","Cabramatta","2166","971","1","93",985,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9604 4002","haringtst-p.school@det.nsw.edu.au","9725 5309","N",-33.888595,150.908725,2017-07-03 00:00:00.000,"-33.888595,150.908725"
4394,"2620-Queanbeyan",10409,"Queanbeyan South Public School","Cameron Rd","Queanbeyan","2620","371","25","25",914,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6297 3655","queanbeyas-p.school@det.nsw.edu.au","6299 3350","N",-35.365541,149.228192,2017-07-03 00:00:00.000,"-35.365541,149.228192"
4403,"2560-Bradbury",10198,"Bradbury Public School","Jacaranda Ave","Bradbury","2560","592","9","28",982,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4625 2271","bradbury-p.school@det.nsw.edu.au","4628 0007","N",-34.085998,150.81269,2017-07-03 00:00:00.000,"-34.085998,150.81269"
4457,"2650-Wagga Wagga",10486,"Sturt Public School","70 White Avenue","Wagga Wagga","2650","357","11","15",982,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","02 6922 5087","sturt-p.school@det.nsw.edu.au","02 6926 1243","N",-35.13608,147.377439,2017-07-03 00:00:00.000,"-35.13608,147.377439"
4469,"2280-Jewells",8743,"Jewells Primary School","Lepton Pde","Jewells","2280","453","4","5",1022,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4948 7300","jewells-p.school@det.nsw.edu.au","4947 1316","N",-33.015735,151.687459,2017-07-03 00:00:00.000,"-33.015735,151.687459"
4481,"2566-St Andrews",10216,"St Andrews Public School","89 Ballantrae Drive","St Andrews","2566","780","7","47",988,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9603 1333","standrews-p.school@det.nsw.edu.au","9820 3127","N",-34.022532,150.831362,2017-07-03 00:00:00.000,"-34.022532,150.831362"
4499,"2170-Moorebank",16251,"Newbridge Heights Public School","Lewin & Magree Cres","Moorebank","2170","627","1","73",1063,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9601 6130","newbridght-p.school@det.nsw.edu.au","9822 5098","N",-33.926068,150.952069,2017-07-03 00:00:00.000,"-33.926068,150.952069"
4506,"2452-Toormina",9665,"Toormina Public School","Cavanba Rd","Toormina","2452","275","21","9",908,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6653 2122","toormina-p.school@det.nsw.edu.au","6658 2287","N",-30.35347,153.08335,2017-07-03 00:00:00.000,"-30.35347,153.08335"
4543,"2204-Marrickville",16293,"Wilkins Public School","Park Rd","Marrickville","2204","665","2","44",1117,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9560 3309","wilkins-p.school@det.nsw.edu.au","9560 5820","N",-33.901967,151.155086,2017-07-03 00:00:00.000,"-33.901967,151.155086"
4555,"2850-Mudgee",11080,"Cudgegong Valley Public School","Madeira Rd","Mudgee","2850","543","8","4",971,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","6372 3466","cudgegongv-p.school@det.nsw.edu.au","6372 6314","N",-32.606539,149.583789,2017-07-03 00:00:00.000,"-32.606539,149.583789"
4561,"2320-Rutherford",16271,"Rutherford Public School","Weblands St","Rutherford","2320","816","15","6",936,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4932 5900","rutherford-p.school@det.nsw.edu.au","4932 4599","N",-32.710925,151.52839,2017-07-03 00:00:00.000,"-32.710925,151.52839"
4600,"2287-Maryland",14690,"Maryland Public School","John T Bell Drive","Maryland","2287","468","9","14",979,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","4955 9430","maryland-p.school@det.nsw.edu.au","4955 8945","N",-32.881427,151.658808,2017-07-03 00:00:00.000,"-32.881427,151.658808"
7404,"2041-Balmain",7588,"Balmain Public School","1 Eaton Street","Balmain","2041","335","2","30",1179,"Primary School","Y","Comprehensive","Kinder to Year 6","N","Coed","9818 1177","balmain-p.school@det.nsw.edu.au","9555 7265","N",-33.859166,151.183417,2017-07-03 00:00:00.000,"-33.859166,151.183417"
1002,"2336-Aberdeen",9333,"Aberdeen Public School","Segenhoe St","Aberdeen","2336","241","10","4",917,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6543 7271","aberdeen-p.school@det.nsw.edu.au","6543 7712","N",-32.166098,150.888095,2017-07-03 00:00:00.000,"-32.166098,150.888095"
1008,"2289-Adamstown",9043,"Adamstown Public School","Bryant St","Adamstown","2289","263","5","11",1024,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4957 1114","adamstown-p.school@det.nsw.edu.au","4956 2446","N",-32.932213,151.730971,2017-07-03 00:00:00.000,"-32.932213,151.730971"
1015,"2527-Albion Park",10020,"Albion Park Public School","Tongarra & Hamilton Rds","Albion Park","2527","435","8","5",977,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4256 1244","albionpk-p.school@det.nsw.edu.au","4256 4160","N",-34.570257,150.77262,2017-07-03 00:00:00.000,"-34.570257,150.77262"
1017,"2640-Albury",10441,"Albury Public School","481 David St","Albury","2640","612","4","15",1055,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","02 6021 3849","albury-p.school@det.nsw.edu.au","02 6041 1265","N",-36.082454,146.919253,2017-07-03 00:00:00.000,"-36.082454,146.919253"
1040,"2316-Anna Bay",9126,"Anna Bay Public School","191 Gan Gan Rd","Anna Bay","2316","297","8","7",970,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4982 1187","annabay-p.school@det.nsw.edu.au","4982 1879","N",-32.77637,152.089912,2017-07-03 00:00:00.000,"-32.77637,152.089912"
1041,"2038-Annandale",5497,"Annandale Public School","25 Johnston St","Annandale","2038","372","5","30",1150,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9516 3711","annandale-p.school@det.nsw.edu.au","9550 4581","N",-33.885782,151.169599,2017-07-03 00:00:00.000,"-33.885782,151.169599"
1045,"2560-Appin",10197,"Appin Public School","97 Appin Road","Appin","2560","271","8","6",991,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4631 1220","appin-p.school@det.nsw.edu.au","4631 1486","N",-34.198417,150.78766,2017-07-03 00:00:00.000,"-34.198417,150.78766"
1057,"2350-Armidale",9372,"Armidale City Public School","Faulkner St","Armidale","2350","446","11","17",1023,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6772 3420","armidalec-p.school@det.nsw.edu.au","6771 2262","N",-30.519501,151.664056,2017-07-03 00:00:00.000,"-30.519501,151.664056"
1058,"2350-Armidale",9376,"Drummond Memorial Public School","250 Rusden Street","Armidale","2350","122","45","20",825,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6772 3736","drummondm-p.school@det.nsw.edu.au","6771 2275","N",-30.511469,151.650715,2017-07-03 00:00:00.000,"-30.511469,151.650715"
1077,"2179-Austral",8545,"Austral Public School","219 Edmondson Avenue","Austral","2179","281","4","50",953,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9606 0312","austral-p.school@det.nsw.edu.au","9606 0080","N",-33.934487,150.812638,2017-07-03 00:00:00.000,"-33.934487,150.812638"
1082,"2251-Avoca Beach",16159,"Avoca Beach Public School","The Round Drive","Avoca Beach","2251","511","4","6",1094,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4382 1416","avocabch-p.school@det.nsw.edu.au","4381 1431","N",-33.471154,151.430745,2017-07-03 00:00:00.000,"-33.471154,151.430745"
1112,"2478-Ballina",9765,"Ballina Public School","48 Crane St","Ballina","2478","246","34","6",836,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6686 2205","ballina-p.school@det.nsw.edu.au","6686 0692","N",-28.869724,153.563707,2017-07-03 00:00:00.000,"-28.869724,153.563707"
1121,"2019-Botany",6390,"Banksmeadow Public School","Trevelyan & Wiggins Sts","Botany","2019","254","6","22",1039,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9316 9608","banksmeado-p.school@det.nsw.edu.au","9316 4513","N",-33.953739,151.20661,2017-07-03 00:00:00.000,"-33.953739,151.20661"
1129,"2486-Banora Point",9515,"Banora Point Public School","Pioneer Pde","Banora Point","2486","621","10","6",995,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","07 5524 1444","banorapt-p.school@det.nsw.edu.au","07 5524 9287","N",-28.222422,153.543702,2017-07-03 00:00:00.000,"-28.222422,153.543702"
1134,"2574-Bargo",10234,"Bargo Public School","Southern Rd","Bargo","2574","359","7","10",979,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4684 1396","bargo-p.school@det.nsw.edu.au","02 4684 3781","N",-34.292889,150.58274,2017-07-03 00:00:00.000,"-34.292889,150.58274"
1138,"2278-Barnsley",9127,"Barnsley Public School","Cliffbrook St","Barnsley","2278","283","11","3",951,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4953 2976","barnsley-p.school@det.nsw.edu.au","4953 3094","N",-32.933094,151.594552,2017-07-03 00:00:00.000,"-32.933094,151.594552"
1139,"3644-Barooga",10460,"Barooga Public School","Hughes St","Barooga","3644","151","5","7",963,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","03 5873 4242","barooga-p.school@det.nsw.edu.au","03 5873 4700","N",-35.912963,145.695985,2017-07-03 00:00:00.000,"-35.912963,145.695985"
1149,"2536-Surfside",10056,"Batemans Bay Public School","Mundarra Way","Surfside","2536","569","29","5",897,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4472 4059","batemansba-p.school@det.nsw.edu.au","4472 8457","N",-35.700051,150.188373,2017-07-03 00:00:00.000,"-35.700051,150.188373"
1150,"2795-Bathurst",10975,"Bathurst Public School","George St","Bathurst","2795","577","11","12",982,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6331 3923","bathurst-p.school@det.nsw.edu.au","6332 2305","N",-33.420942,149.570615,2017-07-03 00:00:00.000,"-33.420942,149.570615"
1165,"2446-Wauchope",9643,"Beechwood Public School","614 Beechwood Road","Wauchope","2446","128","11","5",972,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6585 6136","beechwood-p.school@det.nsw.edu.au","6585 6000","N",-31.435535,152.68094,2017-07-03 00:00:00.000,"-31.435535,152.68094"
1167,"2680-Beelbangera",10539,"Beelbangera Public School","Rankins Springs Rd","Beelbangera","2680","179","4","20",1010,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6963 5368","beelbanger-p.school@det.nsw.edu.au","6963 5506","N",-34.252836,146.101067,2017-07-03 00:00:00.000,"-34.252836,146.101067"
1168,"2550-Bega",10183,"Bega Valley Public School","27 Auckland St","Bega","2550","347","16","2",907,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6492 1280","bega-p.school@det.nsw.edu.au","6492 3965","N",-36.670545,149.839095,2017-07-03 00:00:00.000,"-36.670545,149.839095"
1181,"2454-Bellingen",9676,"Bellingen Public School","William St","Bellingen","2454","395","9","3",1006,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6655 1147","bellingen-p.school@det.nsw.edu.au","6655 2615","N",-30.45349,152.891887,2017-07-03 00:00:00.000,"-30.45349,152.891887"
1183,"2280-Belmont",17401,"Belmont Public School","Livingstone St","Belmont","2280","268","15","7",940,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4945 4858","belmont-p.school@det.nsw.edu.au","4947 7823","N",-33.030134,151.662203,2017-07-03 00:00:00.000,"-33.030134,151.662203"
1186,"2192-Belmore",8560,"Belmore South Public School","Nelson Ave & Canterbury Rd","Belmore","2192","247","4","89",970,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9759 4388","belmoresth-p.school@det.nsw.edu.au","9740 4323","N",-33.925735,151.091985,2017-07-03 00:00:00.000,"-33.925735,151.091985"
1189,"2550-Bemboka",10185,"Bemboka Public School","Kameruka St","Bemboka","2550","51","16","17",950,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6493 0229","bemboka-p.school@det.nsw.edu.au","6493 0452","N",-36.631309,149.571075,2017-07-03 00:00:00.000,"-36.631309,149.571075"
1198,"2350-Armidale",9374,"Ben Venue Public School","Erskine St","Armidale","2350","565","12","16",1022,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6772 4263","benvenue-p.school@det.nsw.edu.au","6771 2037","N",-30.502884,151.67462,2017-07-03 00:00:00.000,"-30.502884,151.67462"
1199,"2141-Berala",5498,"Berala Public School","Harrow Rd","Berala","2141","852","1","96",1000,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9649 7146","berala-p.school@det.nsw.edu.au","9749 2298","N",-33.869714,151.028244,2017-07-03 00:00:00.000,"-33.869714,151.028244"
1201,"2322-Beresfield",9183,"Beresfield Public School","181-183 Anderson Dr (Cnr Lawson Ave)","Beresfield","2322","290","13","3",916,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4966 1146","beresfield-p.school@det.nsw.edu.au","4966 2492","N",-32.803964,151.654863,2017-07-03 00:00:00.000,"-32.803964,151.654863"
1202,"2506-Berkeley",9969,"Berkeley Public School","George St","Berkeley","2506","335","14","29",906,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4271 1171","berkeley-p.school@det.nsw.edu.au","4271 4304","N",-34.480214,150.856493,2017-07-03 00:00:00.000,"-34.480214,150.856493"
1203,"2259-Berkeley Vale",8706,"Berkeley Vale Public School","Pindarri Ave","Berkeley Vale","2259","775","8","4",990,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4388 1796","berkeleyva-p.school@det.nsw.edu.au","4389 1178","N",-33.350515,151.435888,2017-07-03 00:00:00.000,"-33.350515,151.435888"
